date,store,product,category,quantity_sold,price_per_unit,discount_applied,total_sales,returned
2023-06-28,San Diego,Bagoong,Condiments,3,8.6,0.86,25.8,0
2023-10-05,Cerritos,Dried Fish,Dry Goods,2,3.24,0.32,6.48,0
2023-01-25,San Diego,Soy Sauce,Condiments,6,9.91,0.5,59.46,0
2023-11-06,Las Vegas,Bagoong,Condiments,3,2.49,0.0,7.47,0
2023-03-04,Las Vegas,SkyFlakes,Snacks,3,9.75,0.98,29.25,0
2023-09-16,Las Vegas,Bagoong,Condiments,5,2.1,0.0,10.5,0
2023-02-17,Las Vegas,Rice,Dry Goods,6,9.71,0.97,58.26,0
2023-02-14,San Diego,Tocino,Frozen Goods,4,14.56,0.0,58.24,0
2023-01-12,Cerritos,Tocino,Frozen Goods,1,11.69,0.0,11.69,1
2023-05-17,Cerritos,Banana Ketchup,Condiments,2,14.39,0.0,28.78,0
2023-10-02,Las Vegas,Vinegar,Condiments,4,7.99,0.4,31.96,0
2023-07-28,San Diego,Polvoron,Snacks,2,2.76,0.0,5.52,0
2023-04-13,Cerritos,Ube Ice Cream,Frozen Goods,1,14.9,2.24,14.9,0
2023-03-31,Cerritos,Rice,Dry Goods,1,12.67,0.0,12.67,0
2023-10-21,San Diego,Ube Ice Cream,Frozen Goods,4,12.43,0.0,49.72,0
2023-10-26,Cerritos,Dried Fish,Dry Goods,2,10.88,1.63,21.76,0
2023-09-30,San Diego,Instant Noodles,Dry Goods,1,7.03,0.0,7.03,0
2023-05-02,San Diego,Tocino,Frozen Goods,4,11.6,0.58,46.4,0
2023-11-03,San Diego,Polvoron,Snacks,1,5.92,0.0,5.92,0
2023-02-25,Las Vegas,Vinegar,Condiments,3,8.08,0.0,24.24,0
2023-07-04,Cerritos,SkyFlakes,Snacks,1,9.78,0.0,9.78,0
2023-04-30,Cerritos,Frozen Lumpia,Frozen Goods,2,14.96,0.0,29.92,0
2023-06-24,San Diego,SkyFlakes,Snacks,3,7.35,0.37,22.05,0
2023-04-23,Cerritos,Chippy,Snacks,3,4.91,0.0,14.73,0
2023-05-04,San Diego,Instant Noodles,Dry Goods,0,13.8,0.0,0.0,0
2023-10-01,Cerritos,Pandesal,Dry Goods,1,12.73,0.0,12.73,0
2023-10-28,Las Vegas,Ube Ice Cream,Frozen Goods,7,8.8,0.88,61.6,0
2023-10-01,Las Vegas,Ube Ice Cream,Frozen Goods,6,3.01,0.45,18.06,0
2023-06-26,Las Vegas,Longganisa,Frozen Goods,4,13.67,0.0,54.68,0
2023-06-14,San Diego,Soy Sauce,Condiments,5,12.55,1.26,62.75,0
2023-01-27,Cerritos,Instant Noodles,Dry Goods,3,6.35,0.64,19.05,0
2023-04-09,Las Vegas,Instant Noodles,Dry Goods,5,4.09,0.2,20.45,0
2023-08-30,Las Vegas,Chippy,Snacks,3,5.08,0.51,15.24,0
2023-01-04,Las Vegas,SkyFlakes,Snacks,0,4.95,0.0,0.0,0
2023-08-03,Las Vegas,Banana Ketchup,Condiments,5,10.26,0.0,51.3,0
2023-02-08,Cerritos,Frozen Lumpia,Frozen Goods,2,10.94,0.0,21.88,0
2023-11-25,Cerritos,Tocino,Frozen Goods,2,2.2,0.0,4.4,0
2023-06-24,Las Vegas,Bagoong,Condiments,8,2.81,0.14,22.48,0
2023-04-30,San Diego,Frozen Lumpia,Frozen Goods,4,11.04,1.1,44.16,0
2023-01-29,San Diego,Banana Ketchup,Condiments,1,13.77,0.0,13.77,0
2023-05-11,San Diego,Dried Fish,Dry Goods,3,6.82,0.0,20.46,0
2023-03-15,Las Vegas,Ube Ice Cream,Frozen Goods,2,10.72,0.0,21.44,0
2023-11-26,Las Vegas,Soy Sauce,Condiments,3,14.51,1.45,43.53,0
2023-11-22,San Diego,Soy Sauce,Condiments,2,6.03,0.6,12.06,0
2023-09-29,Las Vegas,Vinegar,Condiments,2,1.87,0.0,3.74,0
2023-09-12,Las Vegas,Ube Ice Cream,Frozen Goods,6,14.07,0.0,84.42,0
2023-05-08,Las Vegas,Instant Noodles,Dry Goods,2,11.07,0.0,22.14,0
2023-02-01,San Diego,Vinegar,Condiments,2,2.52,0.0,5.04,0
2023-01-21,Las Vegas,Pandesal,Dry Goods,4,2.36,0.24,9.44,0
2023-01-19,San Diego,Polvoron,Snacks,4,13.46,0.0,53.84,0
2023-11-14,San Diego,Ube Ice Cream,Frozen Goods,2,10.8,1.08,21.6,0
2023-09-24,San Diego,Soy Sauce,Condiments,5,11.7,0.0,58.5,0
2023-11-29,Las Vegas,Chippy,Snacks,0,2.09,0.0,0.0,0
2023-11-22,San Diego,Vinegar,Condiments,3,3.93,0.0,11.79,0
2023-04-25,San Diego,Polvoron,Snacks,3,4.29,0.0,12.87,0
2023-12-21,San Diego,Chippy,Snacks,1,10.82,0.0,10.82,0
2023-08-16,Cerritos,Frozen Lumpia,Frozen Goods,3,2.14,0.0,6.42,0
2023-08-26,Cerritos,Boy Bawang,Snacks,4,1.39,0.21,5.56,0
2023-06-06,Cerritos,Dried Fish,Dry Goods,1,9.89,0.0,9.89,0
2023-04-01,Las Vegas,SkyFlakes,Snacks,2,11.63,0.0,23.26,0
2023-03-21,Cerritos,Ube Ice Cream,Frozen Goods,5,6.98,0.35,34.9,0
2023-04-28,San Diego,Banana Ketchup,Condiments,5,6.74,0.0,33.7,0
2023-11-01,San Diego,Instant Noodles,Dry Goods,3,3.9,0.0,11.7,0
2023-04-29,Las Vegas,Longganisa,Frozen Goods,1,3.48,0.0,3.48,0
2023-02-05,San Diego,Polvoron,Snacks,4,5.35,0.54,21.4,0
2023-09-08,San Diego,SkyFlakes,Snacks,2,6.5,0.0,13.0,0
2023-05-24,San Diego,Instant Noodles,Dry Goods,6,9.59,0.0,57.54,0
2023-03-30,Cerritos,Polvoron,Snacks,6,2.99,0.0,17.94,0
2023-11-04,San Diego,Longganisa,Frozen Goods,2,12.86,1.29,25.72,0
2023-08-17,San Diego,Boy Bawang,Snacks,2,14.29,0.0,28.58,0
2023-04-23,Cerritos,Banana Ketchup,Condiments,7,11.62,0.0,81.34,0
2023-08-30,San Diego,Bagoong,Condiments,2,3.08,0.0,6.16,0
2023-07-07,Cerritos,Frozen Lumpia,Frozen Goods,2,10.79,1.08,21.58,0
2023-08-09,Cerritos,Vinegar,Condiments,4,4.05,0.0,16.2,0
2023-07-14,San Diego,Boy Bawang,Snacks,8,9.97,1.0,79.76,0
2023-03-06,Las Vegas,Vinegar,Condiments,4,13.98,0.0,55.92,0
2023-05-03,San Diego,Tocino,Frozen Goods,4,7.95,0.0,31.8,0
2023-11-29,San Diego,Polvoron,Snacks,1,14.26,1.43,14.26,0
2023-02-13,Las Vegas,SkyFlakes,Snacks,3,12.01,0.0,36.03,0
2023-02-03,Cerritos,Longganisa,Frozen Goods,4,6.58,0.0,26.32,0
2023-06-21,Las Vegas,Frozen Lumpia,Frozen Goods,2,13.56,0.0,27.12,0
2023-01-16,San Diego,SkyFlakes,Snacks,1,7.6,0.0,7.6,0
2023-02-11,Cerritos,Polvoron,Snacks,2,7.51,0.75,15.02,0
2023-07-21,Cerritos,Boy Bawang,Snacks,2,5.12,0.26,10.24,0
2023-03-22,San Diego,Polvoron,Snacks,3,8.57,0.0,25.71,0
2023-12-04,Cerritos,Vinegar,Condiments,0,1.84,0.0,0.0,0
2023-04-26,San Diego,Banana Ketchup,Condiments,3,5.28,0.0,15.84,0
2023-09-22,San Diego,Vinegar,Condiments,1,7.65,0.0,7.65,0
2023-12-18,Cerritos,Polvoron,Snacks,4,12.08,0.0,48.32,0
2023-04-18,San Diego,Chippy,Snacks,4,6.54,0.0,26.16,0
2023-09-14,Cerritos,Chippy,Snacks,3,2.1,0.21,6.3,0
2023-01-08,Cerritos,Banana Ketchup,Condiments,1,9.85,0.0,9.85,0
2023-10-12,Cerritos,Chippy,Snacks,0,1.55,0.16,0.0,0
2023-05-04,Cerritos,Vinegar,Condiments,0,11.02,0.0,0.0,0
2023-04-23,Las Vegas,Instant Noodles,Dry Goods,2,1.34,0.0,2.68,0
2023-03-18,Las Vegas,Polvoron,Snacks,4,7.01,0.0,28.04,0
2023-10-10,San Diego,SkyFlakes,Snacks,2,10.44,0.0,20.88,0
2023-10-16,Las Vegas,Longganisa,Frozen Goods,3,3.54,0.0,10.62,0
2023-10-23,Las Vegas,Instant Noodles,Dry Goods,3,9.7,0.97,29.1,1
2023-06-03,San Diego,Boy Bawang,Snacks,0,10.24,0.0,0.0,0
2023-05-13,Las Vegas,Pandesal,Dry Goods,2,4.66,0.0,9.32,0
2023-01-18,Cerritos,Boy Bawang,Snacks,2,9.9,0.99,19.8,0
2023-05-20,Las Vegas,Frozen Lumpia,Frozen Goods,4,1.4,0.0,5.6,0
2023-08-25,Cerritos,Bagoong,Condiments,0,8.11,0.0,0.0,0
2023-10-16,San Diego,Tocino,Frozen Goods,3,4.49,0.0,13.47,0
2023-01-26,Las Vegas,Bagoong,Condiments,3,5.01,0.25,15.03,0
2023-02-23,San Diego,Rice,Dry Goods,3,5.68,0.57,17.04,0
2023-09-04,Cerritos,Pandesal,Dry Goods,0,2.78,0.0,0.0,0
2023-05-29,San Diego,Vinegar,Condiments,5,9.71,0.0,48.55,0
2023-10-28,Cerritos,Dried Fish,Dry Goods,1,10.15,0.51,10.15,0
2023-12-23,San Diego,Dried Fish,Dry Goods,1,14.44,0.0,14.44,0
2023-06-22,Cerritos,Rice,Dry Goods,0,6.98,0.0,0.0,0
2023-02-02,Las Vegas,Instant Noodles,Dry Goods,3,6.41,0.0,19.23,0
2023-11-24,San Diego,SkyFlakes,Snacks,3,10.95,1.1,32.85,0
2023-05-13,San Diego,Boy Bawang,Snacks,4,14.06,0.0,56.24,0
2023-06-14,San Diego,Vinegar,Condiments,2,7.38,0.0,14.76,0
2023-10-16,Cerritos,Frozen Lumpia,Frozen Goods,2,8.14,1.22,16.28,0
2023-09-03,Cerritos,Polvoron,Snacks,4,7.34,0.0,29.36,0
2023-04-19,Las Vegas,Bagoong,Condiments,2,9.01,0.0,18.02,0
2023-10-05,San Diego,Ube Ice Cream,Frozen Goods,0,5.67,0.0,0.0,0
2023-12-10,Cerritos,Longganisa,Frozen Goods,4,6.94,0.0,27.76,0
2023-12-15,Las Vegas,Longganisa,Frozen Goods,2,14.09,0.0,28.18,0
2023-07-11,Cerritos,Boy Bawang,Snacks,2,5.46,0.0,10.92,0
2023-09-14,San Diego,Pandesal,Dry Goods,6,1.21,0.0,7.26,0
2023-01-15,Cerritos,Dried Fish,Dry Goods,2,9.42,0.0,18.84,0
2023-11-15,San Diego,Pandesal,Dry Goods,3,7.56,0.0,22.68,0
2023-06-27,Cerritos,Vinegar,Condiments,2,10.44,0.0,20.88,0
2023-08-15,Cerritos,Soy Sauce,Condiments,1,5.81,0.0,5.81,0
2023-06-23,Las Vegas,Pandesal,Dry Goods,4,4.0,0.0,16.0,0
2023-12-29,Las Vegas,Vinegar,Condiments,1,11.98,1.2,11.98,0
2023-07-12,San Diego,Banana Ketchup,Condiments,4,3.77,0.0,15.08,0
2023-01-10,Cerritos,Polvoron,Snacks,2,12.29,0.0,24.58,0
2023-08-07,Las Vegas,Instant Noodles,Dry Goods,6,12.11,0.0,72.66,0
2023-01-13,San Diego,Rice,Dry Goods,6,9.11,0.0,54.66,0
2023-01-04,San Diego,Banana Ketchup,Condiments,4,14.14,1.41,56.56,0
2023-04-17,San Diego,Rice,Dry Goods,3,12.18,0.61,36.54,0
2023-03-14,San Diego,Tocino,Frozen Goods,3,13.53,0.0,40.59,0
2023-03-13,Cerritos,Boy Bawang,Snacks,2,3.06,0.31,6.12,0
2023-03-26,Cerritos,Polvoron,Snacks,3,12.51,0.63,37.53,0
2023-07-24,Las Vegas,Longganisa,Frozen Goods,3,12.0,1.8,36.0,0
2023-08-05,Cerritos,Polvoron,Snacks,1,6.1,0.0,6.1,0
2023-10-07,Cerritos,Polvoron,Snacks,5,14.39,0.0,71.95,0
2023-05-30,San Diego,SkyFlakes,Snacks,4,2.98,0.3,11.92,0
2023-01-02,Cerritos,Boy Bawang,Snacks,3,12.46,0.0,37.38,0
2023-05-09,Cerritos,Banana Ketchup,Condiments,2,3.02,0.15,6.04,0
2023-05-14,Las Vegas,Vinegar,Condiments,2,2.04,0.2,4.08,0
2023-10-25,San Diego,Pandesal,Dry Goods,5,9.84,0.49,49.2,0
2023-04-27,Las Vegas,Frozen Lumpia,Frozen Goods,2,6.04,0.0,12.08,0
2023-02-14,Las Vegas,Soy Sauce,Condiments,2,9.06,0.0,18.12,0
2023-06-13,San Diego,Boy Bawang,Snacks,7,14.53,0.0,101.71,0
2023-04-07,Las Vegas,Polvoron,Snacks,2,13.72,0.0,27.44,0
2023-09-29,San Diego,Tocino,Frozen Goods,2,4.61,0.0,9.22,0
2023-06-11,San Diego,Boy Bawang,Snacks,3,8.05,0.0,24.15,0
2023-08-01,Las Vegas,Bagoong,Condiments,3,10.84,1.08,32.52,0
2023-09-18,San Diego,Polvoron,Snacks,2,14.55,1.46,29.1,0
2023-02-07,Las Vegas,Rice,Dry Goods,4,5.81,0.0,23.24,0
2023-10-29,Cerritos,Bagoong,Condiments,3,8.88,0.0,26.64,0
2023-03-18,San Diego,Rice,Dry Goods,3,11.06,1.11,33.18,0
2023-12-26,San Diego,Soy Sauce,Condiments,5,13.56,0.0,67.8,0
2023-08-14,Cerritos,Vinegar,Condiments,5,10.25,1.54,51.25,0
2023-12-04,Cerritos,Tocino,Frozen Goods,4,13.12,0.0,52.48,0
2023-10-09,Las Vegas,Banana Ketchup,Condiments,3,8.9,0.0,26.7,0
2023-05-21,San Diego,Banana Ketchup,Condiments,2,1.67,0.0,3.34,1
2023-05-06,Las Vegas,Longganisa,Frozen Goods,2,10.44,0.0,20.88,0
2023-01-13,Cerritos,Boy Bawang,Snacks,6,12.95,1.3,77.7,0
2023-07-07,Las Vegas,Vinegar,Condiments,2,14.01,0.0,28.02,0
2023-07-04,Las Vegas,Vinegar,Condiments,4,4.7,0.0,18.8,0
2023-10-07,Las Vegas,Bagoong,Condiments,6,11.51,0.0,69.06,0
2023-07-07,San Diego,SkyFlakes,Snacks,1,7.97,0.0,7.97,0
2023-08-25,Cerritos,Dried Fish,Dry Goods,3,9.61,1.44,28.83,0
2023-12-11,Las Vegas,Chippy,Snacks,1,5.5,0.0,5.5,0
2023-07-23,Cerritos,Soy Sauce,Condiments,5,13.58,0.68,67.9,0
2023-02-18,San Diego,Polvoron,Snacks,4,1.16,0.0,4.64,0
2023-09-14,San Diego,Bagoong,Condiments,4,6.8,0.0,27.2,0
2023-10-20,Las Vegas,Polvoron,Snacks,3,6.35,0.0,19.05,0
2023-06-08,Cerritos,SkyFlakes,Snacks,3,1.25,0.0,3.75,0
2023-08-02,Cerritos,Boy Bawang,Snacks,3,14.15,0.0,42.45,0
2023-02-24,Cerritos,Boy Bawang,Snacks,2,5.23,0.52,10.46,0
2023-08-13,Cerritos,Soy Sauce,Condiments,3,2.04,0.0,6.12,0
2023-09-10,Las Vegas,Bagoong,Condiments,1,4.68,0.0,4.68,0
2023-02-20,Cerritos,Pandesal,Dry Goods,1,4.66,0.0,4.66,0
2023-05-29,Cerritos,Bagoong,Condiments,2,5.57,0.0,11.14,0
2023-09-30,San Diego,Longganisa,Frozen Goods,3,9.64,0.0,28.92,0
2023-07-01,Las Vegas,Tocino,Frozen Goods,2,9.85,0.0,19.7,0
2023-08-14,San Diego,Frozen Lumpia,Frozen Goods,3,11.28,1.69,33.84,0
2023-10-19,Cerritos,Longganisa,Frozen Goods,2,3.39,0.0,6.78,0
2023-06-11,Las Vegas,Bagoong,Condiments,5,11.83,0.0,59.15,0
2023-01-30,Las Vegas,Boy Bawang,Snacks,5,12.58,0.0,62.9,0
2023-03-28,Las Vegas,SkyFlakes,Snacks,2,4.96,0.0,9.92,0
2023-07-30,Cerritos,Longganisa,Frozen Goods,4,9.0,0.0,36.0,0
2023-10-23,Las Vegas,Instant Noodles,Dry Goods,4,4.85,0.48,19.4,0
2023-07-09,San Diego,Rice,Dry Goods,5,6.6,0.66,33.0,0
2023-06-03,Cerritos,Polvoron,Snacks,3,12.86,1.29,38.58,0
2023-02-04,Cerritos,Dried Fish,Dry Goods,1,2.16,0.22,2.16,0
2023-07-14,Cerritos,Vinegar,Condiments,1,5.92,0.59,5.92,0
2023-08-27,San Diego,Frozen Lumpia,Frozen Goods,1,13.75,0.0,13.75,0
2023-06-20,Cerritos,Bagoong,Condiments,1,1.13,0.0,1.13,0
2023-04-08,San Diego,Bagoong,Condiments,1,12.92,0.0,12.92,0
2023-05-20,Cerritos,Pandesal,Dry Goods,4,6.41,0.0,25.64,0
2023-04-25,San Diego,Pandesal,Dry Goods,2,6.43,0.64,12.86,0
2023-12-10,San Diego,Dried Fish,Dry Goods,3,7.52,0.0,22.56,0
2023-03-26,San Diego,Longganisa,Frozen Goods,2,4.77,0.72,9.54,0
2023-06-01,Cerritos,Polvoron,Snacks,0,6.61,0.0,0.0,0
2023-02-17,Cerritos,SkyFlakes,Snacks,4,12.56,0.0,50.24,0
2023-11-28,San Diego,Chippy,Snacks,5,12.48,0.0,62.4,0
2023-10-03,Las Vegas,Vinegar,Condiments,4,10.49,0.52,41.96,0
2023-09-15,San Diego,Dried Fish,Dry Goods,3,9.84,0.0,29.52,0
2023-04-28,Cerritos,Polvoron,Snacks,4,1.57,0.0,6.28,0
2023-07-16,Cerritos,Soy Sauce,Condiments,1,5.59,0.0,5.59,0
2023-12-24,San Diego,Polvoron,Snacks,4,14.76,0.0,59.04,0
2023-06-09,Cerritos,Chippy,Snacks,0,11.19,1.12,0.0,0
2023-05-08,Cerritos,Dried Fish,Dry Goods,3,10.71,0.0,32.13,0
2023-08-27,Las Vegas,Vinegar,Condiments,0,2.92,0.0,0.0,0
2023-06-22,San Diego,Tocino,Frozen Goods,2,6.16,0.62,12.32,0
2023-07-12,Cerritos,Rice,Dry Goods,2,6.62,0.0,13.24,0
2023-08-27,San Diego,Pandesal,Dry Goods,4,11.46,0.0,45.84,0
2023-05-22,San Diego,Ube Ice Cream,Frozen Goods,3,10.34,1.03,31.02,0
2023-01-02,San Diego,Ube Ice Cream,Frozen Goods,1,13.21,0.0,13.21,0
2023-04-26,Cerritos,Pandesal,Dry Goods,1,1.7,0.08,1.7,0
2023-07-21,Cerritos,Instant Noodles,Dry Goods,0,6.56,0.0,0.0,0
2023-09-21,Cerritos,Frozen Lumpia,Frozen Goods,0,3.65,0.0,0.0,0
2023-03-14,San Diego,Soy Sauce,Condiments,2,6.5,0.0,13.0,0
2023-09-27,San Diego,Bagoong,Condiments,3,13.05,1.31,39.15,0
2023-04-26,San Diego,Ube Ice Cream,Frozen Goods,2,2.74,0.0,5.48,0
2023-09-09,Cerritos,Frozen Lumpia,Frozen Goods,6,13.12,1.97,78.72,0
2023-10-07,Las Vegas,Polvoron,Snacks,4,8.33,0.0,33.32,0
2023-08-30,Cerritos,Banana Ketchup,Condiments,2,12.32,0.62,24.64,0
2023-01-14,San Diego,Pandesal,Dry Goods,2,1.12,0.0,2.24,0
2023-11-09,San Diego,Longganisa,Frozen Goods,6,13.47,1.35,80.82,0
2023-05-26,Las Vegas,Banana Ketchup,Condiments,2,3.97,0.0,7.94,0
2023-07-22,Las Vegas,Chippy,Snacks,1,12.16,0.0,12.16,0
2023-06-05,San Diego,Boy Bawang,Snacks,2,5.98,0.3,11.96,0
2023-11-07,Las Vegas,Instant Noodles,Dry Goods,2,13.43,0.0,26.86,0
2023-09-12,San Diego,Chippy,Snacks,8,1.55,0.0,12.4,0
2023-12-31,Cerritos,Rice,Dry Goods,3,6.67,0.0,20.01,0
2023-05-27,Cerritos,Polvoron,Snacks,0,2.38,0.0,0.0,0
2023-08-26,Cerritos,Banana Ketchup,Condiments,4,7.79,0.0,31.16,0
2023-02-11,Cerritos,SkyFlakes,Snacks,2,11.09,0.0,22.18,0
2023-10-28,Las Vegas,Ube Ice Cream,Frozen Goods,2,10.36,0.0,20.72,0
2023-08-18,Las Vegas,Tocino,Frozen Goods,2,13.15,1.97,26.3,0
2023-06-18,San Diego,Longganisa,Frozen Goods,3,9.95,0.0,29.85,0
2023-09-01,Las Vegas,Banana Ketchup,Condiments,6,14.36,0.0,86.16,0
2023-02-21,San Diego,Frozen Lumpia,Frozen Goods,3,4.27,0.0,12.81,0
2023-12-22,Cerritos,Vinegar,Condiments,2,2.48,0.25,4.96,0
2023-05-18,San Diego,Polvoron,Snacks,4,1.44,0.0,5.76,0
2023-07-03,Las Vegas,Vinegar,Condiments,3,12.83,0.0,38.49,0
2023-07-12,Cerritos,Chippy,Snacks,2,13.83,1.38,27.66,1
2023-05-30,Cerritos,Rice,Dry Goods,5,4.08,0.0,20.4,0
2023-02-13,Cerritos,Pandesal,Dry Goods,4,9.72,0.97,38.88,0
2023-01-02,Cerritos,Banana Ketchup,Condiments,1,8.37,0.0,8.37,0
2023-09-29,San Diego,Instant Noodles,Dry Goods,5,4.72,0.47,23.6,0
2023-05-02,San Diego,SkyFlakes,Snacks,2,6.07,0.0,12.14,0
2023-11-03,San Diego,Polvoron,Snacks,3,10.92,0.0,32.76,0
2023-02-24,San Diego,Instant Noodles,Dry Goods,5,5.98,0.0,29.9,0
2023-03-31,Cerritos,Pandesal,Dry Goods,5,14.88,0.0,74.4,0
2023-07-22,San Diego,Chippy,Snacks,3,1.24,0.0,3.72,0
2023-06-14,Cerritos,Rice,Dry Goods,1,11.7,0.58,11.7,0
2023-09-18,Cerritos,Dried Fish,Dry Goods,6,12.05,0.0,72.3,0
2023-08-02,San Diego,Bagoong,Condiments,1,13.47,2.02,13.47,0
2023-04-01,Las Vegas,Bagoong,Condiments,3,13.94,0.0,41.82,0
2023-05-02,Las Vegas,Frozen Lumpia,Frozen Goods,9,1.11,0.0,9.99,0
2023-08-12,San Diego,Instant Noodles,Dry Goods,1,4.23,0.0,4.23,0
2023-12-01,San Diego,Boy Bawang,Snacks,2,14.1,0.0,28.2,0
2023-01-20,San Diego,Dried Fish,Dry Goods,6,9.62,0.96,57.72,0
2023-05-29,San Diego,Ube Ice Cream,Frozen Goods,3,2.51,0.13,7.53,0
2023-10-10,Las Vegas,Soy Sauce,Condiments,0,13.75,1.38,0.0,0
2023-10-22,Las Vegas,Soy Sauce,Condiments,1,4.99,0.0,4.99,0
2023-12-04,Cerritos,Pandesal,Dry Goods,0,5.57,0.0,0.0,1
2023-08-03,San Diego,Ube Ice Cream,Frozen Goods,2,9.38,0.0,18.76,0
2023-10-22,San Diego,Rice,Dry Goods,3,5.88,0.0,17.64,0
2023-12-03,San Diego,Tocino,Frozen Goods,3,8.03,0.4,24.09,0
2023-01-19,Las Vegas,Frozen Lumpia,Frozen Goods,1,6.38,0.64,6.38,0
2023-08-23,San Diego,Frozen Lumpia,Frozen Goods,2,7.63,0.38,15.26,0
2023-10-16,Las Vegas,Soy Sauce,Condiments,3,2.0,0.2,6.0,0
2023-06-04,Las Vegas,SkyFlakes,Snacks,4,2.71,0.0,10.84,0
2023-12-14,Las Vegas,Vinegar,Condiments,4,7.19,0.0,28.76,0
2023-06-15,Cerritos,Tocino,Frozen Goods,2,14.4,0.72,28.8,0
2023-10-13,Cerritos,Instant Noodles,Dry Goods,1,9.74,0.0,9.74,0
2023-08-13,Cerritos,Longganisa,Frozen Goods,2,8.24,0.0,16.48,0
2023-09-04,Las Vegas,Soy Sauce,Condiments,2,2.08,0.0,4.16,0
2023-03-19,Cerritos,Frozen Lumpia,Frozen Goods,3,6.27,0.0,18.81,0
2023-06-05,Las Vegas,Longganisa,Frozen Goods,5,3.79,0.0,18.95,0
2023-03-14,San Diego,SkyFlakes,Snacks,4,12.61,0.0,50.44,0
2023-09-11,Las Vegas,Frozen Lumpia,Frozen Goods,3,14.9,0.0,44.7,0
2023-01-07,Las Vegas,Longganisa,Frozen Goods,0,7.95,0.4,0.0,0
2023-02-16,Cerritos,Bagoong,Condiments,2,2.45,0.0,4.9,0
2023-04-10,Cerritos,Ube Ice Cream,Frozen Goods,3,9.28,0.46,27.84,0
2023-10-25,San Diego,Boy Bawang,Snacks,2,8.48,0.42,16.96,0
2023-01-28,Cerritos,Instant Noodles,Dry Goods,0,12.4,0.62,0.0,0
2023-07-15,Cerritos,SkyFlakes,Snacks,9,4.27,0.0,38.43,0
2023-12-19,Cerritos,Chippy,Snacks,5,7.76,0.78,38.8,0
2023-07-24,San Diego,Vinegar,Condiments,1,9.92,0.99,9.92,0
2023-12-03,San Diego,Dried Fish,Dry Goods,2,4.86,0.0,9.72,0
2023-02-27,Cerritos,Dried Fish,Dry Goods,4,3.69,0.0,14.76,0
2023-01-24,Las Vegas,Banana Ketchup,Condiments,3,9.46,0.0,28.38,0
2023-04-15,Cerritos,Polvoron,Snacks,3,9.72,0.0,29.16,0
2023-10-03,San Diego,Tocino,Frozen Goods,2,5.12,0.77,10.24,0
2023-12-06,Cerritos,Frozen Lumpia,Frozen Goods,4,7.03,0.0,28.12,0
2023-07-09,Las Vegas,Bagoong,Condiments,2,5.11,0.0,10.22,0
2023-08-04,Cerritos,Bagoong,Condiments,3,14.28,0.0,42.84,0
2023-02-01,Las Vegas,Ube Ice Cream,Frozen Goods,4,4.53,0.0,18.12,0
2023-07-23,Cerritos,Bagoong,Condiments,1,6.35,0.0,6.35,0
2023-09-10,Cerritos,Pandesal,Dry Goods,5,14.44,0.0,72.2,0
2023-06-17,San Diego,Soy Sauce,Condiments,3,11.48,0.0,34.44,0
2023-05-11,Cerritos,Rice,Dry Goods,3,14.14,0.0,42.42,0
2023-09-18,Las Vegas,Banana Ketchup,Condiments,7,8.82,0.0,61.74,0
2023-11-25,San Diego,Rice,Dry Goods,2,3.87,0.0,7.74,0
2023-04-01,Cerritos,Longganisa,Frozen Goods,4,4.11,0.0,16.44,0
2023-09-02,Las Vegas,Soy Sauce,Condiments,3,1.32,0.0,3.96,0
2023-09-29,San Diego,Soy Sauce,Condiments,2,12.15,0.0,24.3,0
2023-10-13,San Diego,Frozen Lumpia,Frozen Goods,2,3.8,0.38,7.6,0
2023-07-08,San Diego,Frozen Lumpia,Frozen Goods,3,2.53,0.25,7.59,0
2023-01-19,Las Vegas,Tocino,Frozen Goods,0,5.87,0.0,0.0,0
2023-06-28,San Diego,Boy Bawang,Snacks,5,14.38,0.0,71.9,0
2023-04-29,Cerritos,Bagoong,Condiments,0,11.66,1.17,0.0,0
2023-08-24,Las Vegas,Rice,Dry Goods,2,3.39,0.0,6.78,0
2023-06-01,Cerritos,Bagoong,Condiments,3,10.91,1.09,32.73,0
2023-09-29,San Diego,Longganisa,Frozen Goods,2,1.58,0.0,3.16,0
2023-10-25,Cerritos,Frozen Lumpia,Frozen Goods,2,13.65,0.0,27.3,0
2023-06-03,San Diego,SkyFlakes,Snacks,1,11.27,1.13,11.27,0
2023-01-25,Las Vegas,Soy Sauce,Condiments,4,3.5,0.0,14.0,0
2023-07-07,Cerritos,Pandesal,Dry Goods,2,10.96,0.0,21.92,0
2023-11-30,Las Vegas,Pandesal,Dry Goods,2,14.94,0.0,29.88,0
2023-12-15,Las Vegas,Frozen Lumpia,Frozen Goods,3,10.33,0.0,30.99,0
2023-07-13,San Diego,Longganisa,Frozen Goods,4,8.86,0.89,35.44,0
2023-03-19,San Diego,Rice,Dry Goods,3,12.35,1.24,37.05,0
2023-01-02,San Diego,Chippy,Snacks,2,11.58,0.0,23.16,0
2023-10-19,Las Vegas,Pandesal,Dry Goods,2,4.77,0.0,9.54,0
2023-08-03,San Diego,Tocino,Frozen Goods,0,13.44,0.0,0.0,0
2023-11-11,Cerritos,Soy Sauce,Condiments,3,8.52,0.0,25.56,0
2023-06-28,Cerritos,Vinegar,Condiments,1,1.19,0.0,1.19,0
